Appid,name,header_image,,developer,,,,categories,genres,steamspy_tags,,positive_ratings,negative_ratings,,median_playtime,,price
337070,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",https://steamcdn-a.akamaihd.net/steam/apps/337070/header.jpg?t=1523338486,,Dimmdrive Inc.,,,,Steam Achievements,Utilities,Utilities,,251,125,,0,,11.39
378270,Putrefaction,https://steamcdn-a.akamaihd.net/steam/apps/378270/header.jpg?t=1478149183,,Kazakov Oleg,,,,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie,Action;Indie;FPS,,251,124,,323,,0.79
397980,Invasion,https://steamcdn-a.akamaihd.net/steam/apps/397980/header.jpg?t=1523017204,,Hipix Studio,,,,Single-player;Steam Trading Cards,Action;Indie,Indie;Action;Gore,,251,221,,297,,3.19
405500,Dangerous Golf,https://steamcdn-a.akamaihd.net/steam/apps/405500/header.jpg?t=1542798367,,Three Fields Entertainment,,,,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action;Indie;Sports,Sports;Action;Indie,,251,305,,1,,14.99
415850,BAD END,https://steamcdn-a.akamaihd.net/steam/apps/415850/header.jpg?t=1540833288,,Arai Koh Create Office,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie,Indie;Visual Novel;Horror,,251,48,,207,,2.09
454930,Under Zero,https://steamcdn-a.akamaihd.net/steam/apps/454930/header.jpg?t=1523017906,,Dagestan Technology,,,,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG,Adventure;Action;Indie,,251,502,,217,,3.19
482120,Beater Spirit,https://steamcdn-a.akamaihd.net/steam/apps/482120/header.jpg?t=1495590269,,Airwolt,,,,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Action;Indie;Adventure,,251,113,,294,,4.79
269890,AR-K,https://steamcdn-a.akamaihd.net/steam/apps/269890/header.jpg?t=1538650366,,GATO STUDIO,,,,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Point & Click;Female Protagonist,,250,177,,54,,5.79
286460,Black Mirror II,https://steamcdn-a.akamaihd.net/steam/apps/286460/header.jpg?t=1534404815,,Cranberry Production,,,,Single-player;Steam Cloud,Adventure,Adventure;Point & Click;Horror,,250,26,,0,,6.99
293740,Road Not Taken,https://steamcdn-a.akamaihd.net/steam/apps/293740/header.jpg?t=1527059035,,Spry Fox LLC,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie,Puzzle;Indie;Rogue-like,,250,50,,0,,10.99
304460,Qora,https://steamcdn-a.akamaihd.net/steam/apps/304460/header.jpg?t=1447362058,,Holden Boyles;Ciprian Stanciu,,,,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Pixel Graphics,,250,113,,5,,7.99
394160,ARCADE GAME SERIES: PAC-MAN,https://steamcdn-a.akamaihd.net/steam/apps/394160/header.jpg?t=1462401831,,BANDAI NAMCO Studios Inc.,,,,Single-player;Steam Achievements;Steam Leaderboards,Action,Action;Arcade;Classic,,250,48,,21,,2.79
402120,Deathstate: Abyssal Edition,https://steamcdn-a.akamaihd.net/steam/apps/402120/header.jpg?t=1513616518,,Bread Machine Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Indie;Rogue-lite,,250,48,,0,,6.99
414070,Shut Up And Dig,https://steamcdn-a.akamaihd.net/steam/apps/414070/header.jpg?t=1495590672,,Evgeny Shcherbakov;Matvey Sakharovskiy,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;Early Access,Early Access;Indie;Platformer,,250,173,,269,,3.99
416450,Emporea: Realms of War and Magic,https://steamcdn-a.akamaihd.net/steam/apps/416450/header.jpg?t=1465394665,,Pixel Federation,,,,Multi-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Stats;Commentary available,Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Free to Play;Strategy;Massively Multiplayer,,250,148,,650,,0
427780,PERFECT ANGLE: The puzzle game based on optical illusions,https://steamcdn-a.akamaihd.net/steam/apps/427780/header.jpg?t=1510825841,,Ivanovich Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Casual;Indie;Strategy,Casual;Indie;Strategy,,250,66,,96,,6.99
433280,Warlords Battlecry III,https://steamcdn-a.akamaihd.net/steam/apps/433280/header.jpg?t=1462212043,,Infinite Interactive,,,,Single-player;Steam Trading Cards,Strategy,Strategy;RPG;Fantasy,,250,68,,134,,6.99
438130,Root Double -Before Crime * After Days- Xtend Edition,https://steamcdn-a.akamaihd.net/steam/apps/438130/header.jpg?t=1547242475,,Yeti;Regista,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure,Visual Novel;Adventure;Anime,,250,15,,719,,26.99
2360,HeXen: Beyond Heretic,https://steamcdn-a.akamaihd.net/steam/apps/2360/header.jpg?t=1447351105,,Raven Software,,,,Single-player;Steam Cloud,Action,Action;FPS;Classic,,249,26,,50,,2.99
58200,Jolly Rover,https://steamcdn-a.akamaihd.net/steam/apps/58200/header.jpg?t=1535518841,,Brawsome,,,,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Point & Click,,249,31,,3,,6.99
211580,Wanderlust: Rebirth,https://steamcdn-a.akamaihd.net/steam/apps/211580/header.jpg?t=1479240576,,Yeti Trunk,,,,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;RPG,RPG;Indie;Adventure,,249,229,,283,,3.99
348200,Nimble Writer,https://steamcdn-a.akamaihd.net/steam/apps/348200/header.jpg?t=1453051168,,Nimble Tools,,,,Steam Achievements;Steam Workshop;Steam Cloud;Stats,Design & Illustration;Utilities;Web Publishing,Utilities;Design & Illustration;Web Publishing,,249,41,,0,,6.99
375750,Invisigun Heroes,https://steamcdn-a.akamaihd.net/steam/apps/375750/header.jpg?t=1553908115,,Sombr Studio,,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Free to Play;Indie;Strategy,Indie;Action;Pixel Graphics,,249,19,,0,,11.39
380580,SpaceCorn,https://steamcdn-a.akamaihd.net/steam/apps/380580/header.jpg?t=1456616065,,Henrique Pegacha;Rafael Lima;Nuno Guerreiro,,,,Single-player;Steam Trading Cards,Action;Adventure;Indie,Indie;Adventure;Text-Based,,249,156,,173,,0.79
414510,5089: The Action RPG,https://steamcdn-a.akamaihd.net/steam/apps/414510/header.jpg?t=1494340275,,Phr00t's Software,,,,Single-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;VR Support;Steam Cloud,Action;Indie;RPG,RPG;Indie;Action,,249,42,,0,,5.59
427810,CALENDULA,https://steamcdn-a.akamaihd.net/steam/apps/427810/header.jpg?t=1483011894,,Blooming Buds Studio,,,,Single-player;Steam Achievements;Steam Cloud,Indie,Indie;Puzzle;Psychological Horror,,249,74,,0,,4.99
467370,Escape This,https://steamcdn-a.akamaihd.net/steam/apps/467370/header.jpg?t=1467769015,,Four Winged Studio,,,,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Casual;Indie;Strategy,,249,284,,213,,0.79
478980,Mansions of Madness,https://steamcdn-a.akamaihd.net/steam/apps/478980/header.jpg?t=1501800182,,Fantasy Flight Games,,,,Single-player;Co-op;Shared/Split Screen,Adventure;Strategy,Adventure;Strategy;Board Game,,249,38,,0,,0
7020,Rogue Trooper,https://steamcdn-a.akamaihd.net/steam/apps/7020/header.jpg?t=1478602473,,Rebellion,,,,Single-player;Multi-player;Co-op,Action,Action;Third-Person Shooter;Sci-fi,,248,15,,0,,6.99
260130,Agarest: Generations of War Zero,https://steamcdn-a.akamaihd.net/steam/apps/260130/header.jpg?t=1447359202,,Idea Factory,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;RPG;Strategy,Anime;JRPG;RPG,,248,80,,943,,14.99
269230,Aces Wild: Manic Brawling Action!,https://steamcdn-a.akamaihd.net/steam/apps/269230/header.jpg?t=1447359759,,Culture Attack Studio;Tyler Doak,,,,Single-player;Shared/Split Screen;Partial Controller Support,Action;Indie,Action;Indie;Beat 'em up,,248,60,,0,,6.99
284990,Solarix,https://steamcdn-a.akamaihd.net/steam/apps/284990/header.jpg?t=1492283168,,Pulsetense Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Stealth;Indie,,248,138,,12173,,14.99
307590,Penarium,https://steamcdn-a.akamaihd.net/steam/apps/307590/header.jpg?t=1447362302,,Self Made Miracle,,,,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Platformer,,248,48,,297,,6.99
319740,There Came an Echo,https://steamcdn-a.akamaihd.net/steam/apps/319740/header.jpg?t=1478078195,,Iridium Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Indie;Sci-fi,,248,87,,0,,10.99
361040,Doom & Destiny Advanced,https://steamcdn-a.akamaihd.net/steam/apps/361040/header.jpg?t=1522843218,,Heartbit Interactive,,,,Single-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Indie;RPG,RPG;Indie;RPGMaker,,248,16,,0,,6.99
406850,Crush Your Enemies,https://steamcdn-a.akamaihd.net/steam/apps/406850/header.jpg?t=1529532802,,Vile Monarch,,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Strategy;Indie;Action,,248,49,,189,,6.99
439910,Risky Rescue,https://steamcdn-a.akamaihd.net/steam/apps/439910/header.jpg?t=1467017958,,Digital Melody,,,,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Casual;Action;Indie,,248,62,,245,,0.79
450500,Ace of Seafood,https://steamcdn-a.akamaihd.net/steam/apps/450500/header.jpg?t=1553247988,,Nussoft,,,,Single-player;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Underwater,,248,24,,0,,8.99
465200,Fury Unleashed,https://steamcdn-a.akamaihd.net/steam/apps/465200/header.jpg?t=1539960012,,Awesome Games Studio,,,,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG;Early Access,Early Access;Rogue-like;Shooter,,248,32,,0,,12.99
65600,Gothic 3: Forsaken Gods Enhanced Edition,https://steamcdn-a.akamaihd.net/steam/apps/65600/header.jpg?t=1533039900,,Trine Studios;G3 Community Patch Team;Mad Vulture Games,,,,Single-player,RPG,RPG;Open World;Action,,247,254,,1054,,8.99
252230,YAIBA: NINJA GAIDEN Z,https://steamcdn-a.akamaihd.net/steam/apps/252230/header.jpg?t=1550179188,,Spark Unlimited;comcept Inc.;Team NINJA,,,,Single-player;Steam Achievements;Steam Leaderboards,Action;Adventure,Action;Hack and Slash;Ninja,,247,120,,68,,22.99
254080,World War III: Black Gold,https://steamcdn-a.akamaihd.net/steam/apps/254080/header.jpg?t=1515068624,,Reality Pump,,,,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud;Includes level editor,Strategy,Strategy;RTS;War,,247,196,,303,,3.99
304350,Wildlife Park 2,https://steamcdn-a.akamaihd.net/steam/apps/304350/header.jpg?t=1549964279,,b-alive gmbh,,,,Single-player;Steam Trading Cards,Casual;Indie;Simulation;Strategy,Simulation;Strategy;Casual,,247,114,,0,,4.99
311250,Doorways: The Underworld,https://steamcdn-a.akamaihd.net/steam/apps/311250/header.jpg?t=1555643159,,Saibot Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Action;Adventure;Indie,Horror;Adventure;Indie,,247,91,,220,,6.99
359040,The Music Machine,https://steamcdn-a.akamaihd.net/steam/apps/359040/header.jpg?t=1547154565,,David Szymanski,,,,Single-player;Steam Trading Cards;Captions available,Adventure;Indie,Adventure;Horror;Indie,,247,30,,50,,3.99
391780,Uebergame,https://steamcdn-a.akamaihd.net/steam/apps/391780/header.jpg?t=1544808979,,Duion,,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Includes level editor;Includes Source SDK,Action;Casual;Free to Play;Indie,Free to Play;Action;Multiplayer,,247,228,,3,,0
396640,TowerClimb,https://steamcdn-a.akamaihd.net/steam/apps/396640/header.jpg?t=1452807494,,Davioware and Quazi,,,,Single-player;Shared/Split Screen;Partial Controller Support,Action;Adventure;Indie;RPG,Indie;Action;Adventure,,247,25,,0,,10.99
444590,Skautfold: Shrouded in Sanity,https://steamcdn-a.akamaihd.net/steam/apps/444590/header.jpg?t=1552334324,,Steve Gal,,,,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie;RPG,Souls-like;Action;Indie,,247,43,,0,,3.99
4890,Cossacks II: Battle for Europe,https://steamcdn-a.akamaihd.net/steam/apps/4890/header.jpg?t=1545763487,,GSC Game World,,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,Strategy,Strategy;RTS;Historical,,246,138,,71,,3.99
12520,18 Wheels of Steel: American Long Haul,https://steamcdn-a.akamaihd.net/steam/apps/12520/header.jpg?t=1544041318,,SCS Software,,,,Single-player,Racing,Simulation;Racing;Driving,,245,111,,0,,6.99
72400,Clones,https://steamcdn-a.akamaihd.net/steam/apps/72400/header.jpg?t=1492975518,,Tomkorp Computer Solutions Inc.,,,,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Adventure;Indie,Lemmings;Indie;Adventure,,245,80,,220,,0.79
291910,Firefighters 2014,https://steamcdn-a.akamaihd.net/steam/apps/291910/header.jpg?t=1447361112,,VIS - Visual Imagination Software,,,,Single-player;Steam Achievements,Action;Simulation,Simulation;Action;First-Person,,245,204,,0,,17.99
306350,Slipstream 5000,https://steamcdn-a.akamaihd.net/steam/apps/306350/header.jpg?t=1530529929,,Gremlin Interactive;The Software Refinery,,,,Single-player;Steam Trading Cards,Action;Racing;Sports,Racing;Action;Sports,,245,89,,227,,2.09
371330,Two Digits,https://steamcdn-a.akamaihd.net/steam/apps/371330/header.jpg?t=1478260539,,Cleverweek,,,,Single-player;Steam Achievements;Steam Trading Cards;Stats,Casual;Indie,Indie;Casual;Puzzle,,245,88,,283,,1.59
418250,Polaris Sector,https://steamcdn-a.akamaihd.net/steam/apps/418250/header.jpg?t=1510672519,,SoftWarWare,,,,Single-player,Simulation;Strategy,Strategy;Simulation;4X,,245,101,,0,,29.99
459090,Masquerada: Songs and Shadows,https://steamcdn-a.akamaihd.net/steam/apps/459090/header.jpg?t=1502353145,,Witching Hour Studios,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;RPG,RPG;Indie;Story Rich,,245,19,,0,,15.99
32160,Zombie Bowl-o-Rama,https://steamcdn-a.akamaihd.net/steam/apps/32160/header.jpg?t=1447352552,,MumboJumbo,,,,Single-player;Multi-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Sports;Casual,Bowling;Zombies;Casual,,244,44,,0,,6.99
234290,Zack Zero,https://steamcdn-a.akamaihd.net/steam/apps/234290/header.jpg?t=1447357593,,Crocodile Entertainment,,,,Single-player;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Indie;Adventure,,244,136,,66,,1.99
297490,Spy Chameleon - RGB Agent,https://steamcdn-a.akamaihd.net/steam/apps/297490/header.jpg?t=1447361595,,Unfinished Pixel,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie,Indie;Stealth;Puzzle,,244,31,,0,,3.99
347510,Rats - Time is running out!,https://steamcdn-a.akamaihd.net/steam/apps/347510/header.jpg?t=1450711534,,Citeremis Inc.,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie,Indie;Action;Casual,,244,32,,165,,3.99
412520,Evil Defenders,https://steamcdn-a.akamaihd.net/steam/apps/412520/header.jpg?t=1447427726,,CP Decision,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Casual;Indie;Strategy,Tower Defense;Strategy;Casual,,244,65,,0,,7.19
415170,Engare,https://steamcdn-a.akamaihd.net/steam/apps/415170/header.jpg?t=1550067321,,Mahdi Bahrami,,,,Single-player,Indie,Indie;Puzzle,,244,10,,0,,5.19
451650,Whirligig VR Media Player,https://steamcdn-a.akamaihd.net/steam/apps/451650/header.jpg?t=1526994856,,Philip Day,,,,VR Support;Partial Controller Support,Utilities;Video Production;Early Access,Early Access;Video Production;Utilities,,244,64,,0,,2.79
455440,Spell Fighter VR,https://steamcdn-a.akamaihd.net/steam/apps/455440/header.jpg?t=1467643647,,Kubold,,,,Single-player;VR Support,Action;Adventure;Indie;RPG,Action;Adventure;RPG,,244,86,,0,,0
461730,Blaite,https://steamcdn-a.akamaihd.net/steam/apps/461730/header.jpg?t=1510084734,,Dosane Games,,,,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie,Indie;Action;Casual,,244,120,,338,,0.79
491170,Crazy Forest,https://steamcdn-a.akamaihd.net/steam/apps/491170/header.jpg?t=1495590450,,SnagBox,,,,Single-player;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,,244,114,,277,,3.99
236130,Horizon,https://steamcdn-a.akamaihd.net/steam/apps/236130/header.jpg?t=1539298877,,L3O Interactive,,,,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Space;4X,,243,177,,84,,22.99
259130,Wasteland 1 - The Original Classic,https://steamcdn-a.akamaihd.net/steam/apps/259130/header.jpg?t=1528736677,,inXile Entertainment,,,,Single-player;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Post-apocalyptic;Classic,,243,65,,155,,4.49
287100,Chaos Domain,https://steamcdn-a.akamaihd.net/steam/apps/287100/header.jpg?t=1447360857,,Holy Warp;Black Wing Foundation,,,,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Platformer,,243,557,,219,,6.99
355760,Drizzlepath,https://steamcdn-a.akamaihd.net/steam/apps/355760/header.jpg?t=1547665576,,Tonguç Bodur,,,,Single-player;Full controller support;Steam Trading Cards,Adventure;Casual;Indie,Casual;Indie;Adventure,,243,208,,0,,1.99
355860,Albino Lullaby: Episode 1,https://steamcdn-a.akamaihd.net/steam/apps/355860/header.jpg?t=1478193061,,Ape Law,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Action,,243,79,,0,,7.19
394680,Mountain Crime: Requital,https://steamcdn-a.akamaihd.net/steam/apps/394680/header.jpg?t=1478067807,,Alawar Stargaze,,,,Single-player;Steam Trading Cards,Adventure;Casual,Casual;Adventure;Hidden Object,,243,29,,0,,1.99
428880,The Quest,https://steamcdn-a.akamaihd.net/steam/apps/428880/header.jpg?t=1495024620,,Redshift,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Adventure;Indie;RPG,RPG;Adventure;Indie,,243,39,,0,,6.99
461890,NORTH,https://steamcdn-a.akamaihd.net/steam/apps/461890/header.jpg?t=1547238049,,Outlands,,,,Single-player;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Cyberpunk,,243,124,,200,,0.79
22670,Alien Breed 3: Descent,https://steamcdn-a.akamaihd.net/steam/apps/22670/header.jpg?t=1448452706,,Team17 Digital Ltd,,,,Single-player;Co-op;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action,Action;Shooter;Third Person,,242,90,,1,,6.99
313140,Blackbay Asylum,https://steamcdn-a.akamaihd.net/steam/apps/313140/header.jpg?t=1447362621,,TAD Productions AB,,,,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Horror,,242,249,,224,,14.99
313650,Time Mysteries 2: The Ancient Spectres,https://steamcdn-a.akamaihd.net/steam/apps/313650/header.jpg?t=1530539027,,Artifex Mundi,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual,Hidden Object;Casual;Female Protagonist,,242,156,,0,,6.99
335820,Dream Of Mirror Online,https://steamcdn-a.akamaihd.net/steam/apps/335820/header.jpg?t=1531941893,,SoftStar,,,,MMO;Steam Trading Cards,Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;Anime,,242,211,,10470,,0
338050,Anoxemia,https://steamcdn-a.akamaihd.net/steam/apps/338050/header.jpg?t=1450948545,,BSK Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Adventure;Casual;Indie,Indie;Adventure;Casual,,242,128,,285,,2.79
434020,Last Hope - Tower Defense,https://steamcdn-a.akamaihd.net/steam/apps/434020/header.jpg?t=1502256192,,JE Software,,,,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;Strategy,Tower Defense;Zombies;Strategy,,242,47,,0,,5.99
454250,The Eyes of Ara,https://steamcdn-a.akamaihd.net/steam/apps/454250/header.jpg?t=1546574386,,100 Stones Interactive,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,,242,36,,0,,10.99
248350,Omegalodon,https://steamcdn-a.akamaihd.net/steam/apps/248350/header.jpg?t=1447358441,,North of Earth,,,,Multi-player;Cross-Platform Multiplayer,Action;Indie,Indie;Action;Multiplayer,,241,135,,96,,7.19
258910,Citizens of Earth,https://steamcdn-a.akamaihd.net/steam/apps/258910/header.jpg?t=1554202872,,Eden Industries,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;Comedy;Turn-Based,,241,69,,579,,9.99
258950,Montague's Mount,https://steamcdn-a.akamaihd.net/steam/apps/258950/header.jpg?t=1450177156,,PolyPusher Studios,,,,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Adventure;Indie,Indie;Adventure;Walking Simulator,,241,168,,125,,3.99
301300,Chicken Invaders 4,https://steamcdn-a.akamaihd.net/steam/apps/301300/header.jpg?t=1447361869,,InterAction studios,,,,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Indie;Action;Casual,,241,6,,0,,3.99
340280,Cubot,https://steamcdn-a.akamaihd.net/steam/apps/340280/header.jpg?t=1447366545,,Nicolas Pierre-Loti-Viaud,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie,Indie;Puzzle;Minimalist,,241,19,,0,,1.59
342260,Nevermind,https://steamcdn-a.akamaihd.net/steam/apps/342260/header.jpg?t=1510258142,,Flying Mollusk,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Adventure;Indie;Psychological Horror,,241,82,,0,,15.49
350010,Time Mysteries: Inheritance - Remastered,https://steamcdn-a.akamaihd.net/steam/apps/350010/header.jpg?t=1530539033,,Artifex Mundi,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Casual;Hidden Object;Adventure,,241,299,,292,,6.99
375130,Tin Star,https://steamcdn-a.akamaihd.net/steam/apps/375130/header.jpg?t=1538628116,,Hosted Games,,,,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG,Indie;RPG;Western,,241,9,,0,,3.99
13200,Unreal 2: The Awakening,https://steamcdn-a.akamaihd.net/steam/apps/13200/header.jpg?t=1447351268,,"Epic Games, Inc.",,,,Single-player,Action,Action;FPS;Sci-fi,,240,100,,682,,8.99
340770,Death Goat,https://steamcdn-a.akamaihd.net/steam/apps/340770/header.jpg?t=1465319490,,Terminal Press,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,,240,68,,2,,1.99
370060,Coffee Shop Tycoon,https://steamcdn-a.akamaihd.net/steam/apps/370060/header.jpg?t=1509222188,,Riff Studios,,,,Single-player,Casual;Indie;Simulation;Strategy;Early Access,Early Access;Management;Simulation,,240,40,,272,,5.19
462990,Tomoyo After ~It's a Wonderful Life~ English Edition,https://steamcdn-a.akamaihd.net/steam/apps/462990/header.jpg?t=1549217027,,VisualArts/Key,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;Casual;RPG;Strategy,Visual Novel;Anime;RPG,,240,12,,280,,14.99
15080,Rayman Raving Rabbids™,https://steamcdn-a.akamaihd.net/steam/apps/15080/header.jpg?t=1447351286,,Ubisoft Bulgaria;Ubisoft Montpellier,,,,Single-player,Action;Adventure,Adventure;Action;Psychological Horror,,239,80,,29,,4.29
224860,Arma Tactics,https://steamcdn-a.akamaihd.net/steam/apps/224860/header.jpg?t=1521641202,,Bohemia Interactive,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Turn-Based;Indie,,239,514,,76,,5.99
330180,Pix the Cat,https://steamcdn-a.akamaihd.net/steam/apps/330180/header.jpg?t=1447364453,,Pastagames,,,,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Cats,,239,60,,247,,6.99
337420,Final Dusk,https://steamcdn-a.akamaihd.net/steam/apps/337420/header.jpg?t=1447365811,,Light Echo,,,,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie,Anime;Indie;Casual,,239,78,,515,,1.99
354160,WRC 5 FIA World Rally Championship,https://steamcdn-a.akamaihd.net/steam/apps/354160/header.jpg?t=1538038669,,KT Racing,,,,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Racing,Racing;Simulation;Multiplayer,,239,215,,0,,29.99
368860,Garbage Day,https://steamcdn-a.akamaihd.net/steam/apps/368860/header.jpg?t=1453139101,,Svajūnas Žemaitis,,,,Single-player,Action;Indie;Early Access,Early Access;Action;Sandbox,,239,449,,16,,10.99
480450,Floppy Heroes,https://steamcdn-a.akamaihd.net/steam/apps/480450/header.jpg?t=1482400679,,Matthew Kania,,,,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,,239,13,,1520,,1.99
492800,Shonen Idle Z,https://steamcdn-a.akamaihd.net/steam/apps/492800/header.jpg?t=1469212577,,Zakos Games,,,,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play,Free to Play;Clicker;2D,,239,192,,499,,0
12640,Drakensang,https://steamcdn-a.akamaihd.net/steam/apps/12640/header.jpg?t=1447351678,,Radon Labs,,,,Single-player,RPG,RPG;Fantasy;Party-Based RPG,,238,72,,0,,6.99
